staffID,staffFirstName,staffLastName,dept,position,country,email,reportingId,role,password,handoverFrom
210024,Vannak,Teng,IT,IT Team,Singapore,vannak.teng@allinone.com.sg,210001,2,123,
210025,Phuon,Truong,IT,IT Team,Singapore,phuon.truong@allinone.com.sg,210001,2,123,
210026,Sri,Suon,IT,IT Team,Singapore,sri.suon@allinone.com.sg,210001,2,123,
210027,Haing,Myat,IT,IT Team,Singapore,haing.myat@allinone.com.sg,210001,2,123,
210029,Chin Chin,Chen,IT,IT Team,Singapore,chinchin.chen@allinone.com.sg,210001,2,123,
210030,Narah,Loo,IT,IT Team,Singapore,narah.loo@allinone.com.sg,210001,2,123,
210031,Somachai,Kong,IT,IT Team,Singapore,somachai.kong@allinone.com.sg,210001,2,123,
210032,Rath,Khung,IT,IT Team,Singapore,rath.khung@allinone.com.sg,210001,2,123,
210033,Chin,Nguyen,IT,IT Team,Singapore,chin.nguyen@allinone.com.sg,210001,2,123,
210034,Yee Seng,Chong,IT,IT Team,Singapore,yeeseng.chong@allinone.com.sg,210001,2,123,
210035,Heng,Phalp,IT,IT Team,Singapore,heng.phalp@allinone.com.sg,210001,2,123,
210036,Sokuntheap,Seng,IT,IT Team,Singapore,sokuntheap.seng@allinone.com.sg,210001,2,123,
210037,Champan,Pheap,IT,IT Team,Singapore,champan.pheap@allinone.com.sg,210001,2,123,
210038,Kahim,Harun,IT,IT Team,Singapore,kahim.harun@allinone.com.sg,210001,2,123,
210039,Halim,Sulaiman,IT,IT Team,Singapore,halim.sulaiman@allinone.com.sg,210001,2,123,
210040,Trong,Nguyen,IT,IT Team,Singapore,trong.nguyen@allinone.com.sg,210001,2,123,
210041,Seng,Saon,IT,IT Team,Singapore,seng.saon@allinone.com.sg,210001,2,123,
210042,Naron,Savoeun,IT,IT Team,Singapore,naron.savoeun@allinone.com.sg,210001,2,123,
210043,Phuc,Luon,IT,IT Team,Singapore,phuc.luon@allinone.com.sg,210001,2,123,
210044,Chandara,Tithe,IT,IT Team,Singapore,tithe.chandra@allinone.com.sg,210001,2,123,
